complex_id,ba_value,ba_measure,ligand_id,protein_id,pdb_id,pdb_lignum,target_chain
davisBC000395,5.0,KIKD,davisDC000001,davisPT000388,,###,#
davisBC000396,5.119186408,KIKD,davisDC000001,davisPT000389,,###,#
davisBC000397,5.0,KIKD,davisDC000001,davisPT000390,,###,#
davisBC000398,5.0,KIKD,davisDC000001,davisPT000391,,###,#
davisBC000399,5.0,KIKD,davisDC000001,davisPT000392,,###,#
davisBC000400,5.0,KIKD,davisDC000001,davisPT000393,,###,#
davisBC000401,5.0,KIKD,davisDC000001,davisPT000394,,###,#
davisBC000402,5.0,KIKD,davisDC000001,davisPT000395,,###,#
davisBC000403,5.0,KIKD,davisDC000001,davisPT000396,,###,#
davisBC000404,5.0,KIKD,davisDC000001,davisPT000397,,###,#
davisBC000405,5.0,KIKD,davisDC000001,davisPT000398,,###,#
davisBC000406,5.0,KIKD,davisDC000001,davisPT000399,,###,#
davisBC000407,5.508638306,KIKD,davisDC000001,davisPT000400,,###,#
davisBC000408,5.0,KIKD,davisDC000001,davisPT000401,,###,#
davisBC000409,7.040958608,KIKD,davisDC000001,davisPT000402,,###,#
davisBC000410,5.0,KIKD,davisDC000001,davisPT000403,,###,#
davisBC000411,5.0,KIKD,davisDC000001,davisPT000404,,###,#
davisBC000412,5.508638306,KIKD,davisDC000001,davisPT000405,,###,#
davisBC000413,5.0,KIKD,davisDC000001,davisPT000406,,###,#
davisBC000414,5.0,KIKD,davisDC000001,davisPT000407,,###,#
davisBC000415,5.0,KIKD,davisDC000001,davisPT000408,,###,#
davisBC000416,5.0,KIKD,davisDC000001,davisPT000409,,###,#
davisBC000417,5.0,KIKD,davisDC000001,davisPT000410,,###,#
davisBC000418,5.0,KIKD,davisDC000001,davisPT000411,,###,#
davisBC000419,5.0,KIKD,davisDC000001,davisPT000412,,###,#
davisBC000420,5.0,KIKD,davisDC000001,davisPT000413,,###,#
davisBC000421,5.0,KIKD,davisDC000001,davisPT000414,,###,#
davisBC000422,5.0,KIKD,davisDC000001,davisPT000415,,###,#
davisBC000423,5.0,KIKD,davisDC000001,davisPT000416,,###,#
davisBC000424,5.0,KIKD,davisDC000001,davisPT000417,,###,#
davisBC000425,5.0,KIKD,davisDC000001,davisPT000418,,###,#
davisBC000426,5.0,KIKD,davisDC000001,davisPT000419,,###,#
davisBC000427,5.0,KIKD,davisDC000001,davisPT000420,,###,#
davisBC000428,5.0,KIKD,davisDC000001,davisPT000421,,###,#
davisBC000429,5.0,KIKD,davisDC000001,davisPT000422,,###,#
davisBC000430,5.0,KIKD,davisDC000001,davisPT000423,,###,#
davisBC000431,5.0,KIKD,davisDC000001,davisPT000424,,###,#
davisBC000432,5.721246399,KIKD,davisDC000001,davisPT000425,,###,#
davisBC000433,5.0,KIKD,davisDC000001,davisPT000426,,###,#
davisBC000434,7.585026652,KIKD,davisDC000002,davisPT000325,,###,#
davisBC000435,8.397940009,KIKD,davisDC000002,davisPT000368,,###,#
davisBC000436,6.318758763,KIKD,davisDC000002,davisPT000189,,###,#
davisBC000437,7.568636236,KIKD,davisDC000002,davisPT000206,,###,#
davisBC000438,6.823908741,KIKD,davisDC000002,davisPT000296,,###,#
davisBC000439,6.657577319,KIKD,davisDC000002,davisPT000307,,###,#
davisBC000440,6.468521083,KIKD,davisDC000002,davisPT000170,,###,#
davisBC000441,5.657577319,KIKD,davisDC000002,davisPT000369,,###,#
davisBC000442,7.552841969,KIKD,davisDC000002,davisPT000255,,###,#
davisBC000443,7.15490196,KIKD,davisDC000002,davisPT000130,,###,#
davisBC000444,7.045757491,KIKD,davisDC000002,davisPT000079,,###,#
davisBC000445,5.0,KIKD,davisDC000002,davisPT000385,,###,#
davisBC000446,5.0,KIKD,davisDC000002,davisPT000239,,###,#
davisBC000447,7.853871964,KIKD,davisDC000002,davisPT000210,,###,#
davisBC000448,9.050609993,KIKD,davisDC000002,davisPT000227,,###,#
davisBC000449,9.494850022,KIKD,davisDC000002,davisPT000014,,###,#
davisBC000450,8.744727495,KIKD,davisDC000002,davisPT000211,,###,#
davisBC000451,8.602059991,KIKD,davisDC000002,davisPT000173,,###,#
davisBC000452,7.37675071,KIKD,davisDC000002,davisPT000401,,###,#
davisBC000453,5.337242168,KIKD,davisDC000002,davisPT000041,,###,#
davisBC000454,5.0,KIKD,davisDC000002,davisPT000182,,###,#
davisBC000455,9.602059991,KIKD,davisDC000002,davisPT000262,,###,#
davisBC000456,7.920818754,KIKD,davisDC000002,davisPT000348,,###,#
davisBC000457,5.638272164,KIKD,davisDC000002,davisPT000038,,###,#
davisBC000458,9.113509275,KIKD,davisDC000002,davisPT000093,,###,#
davisBC000459,5.568636236,KIKD,davisDC000002,davisPT000160,,###,#
davisBC000460,8.744727495,KIKD,davisDC000002,davisPT000250,,###,#
davisBC000461,7.045757491,KIKD,davisDC000002,davisPT000282,,###,#
davisBC000462,5.958607315,KIKD,davisDC000002,davisPT000272,,###,#
davisBC000463,7.552841969,KIKD,davisDC000002,davisPT000390,,###,#
davisBC000464,7.677780705,KIKD,davisDC000002,davisPT000212,,###,#
davisBC000465,5.0,KIKD,davisDC000002,davisPT000027,,###,#
davisBC000466,5.508638306,KIKD,davisDC000002,davisPT000066,,###,#
davisBC000467,6.769551079,KIKD,davisDC000002,davisPT000019,,###,#
davisBC000468,7.366531544,KIKD,davisDC000002,davisPT000122,,###,#
davisBC000469,5.0,KIKD,davisDC000002,davisPT000116,,###,#
davisBC000470,8.958607315,KIKD,davisDC000002,davisPT000018,,###,#
davisBC000471,7.769551079,KIKD,davisDC000002,davisPT000215,,###,#
davisBC000472,8.886056648,KIKD,davisDC000002,davisPT000396,,###,#
davisBC000473,8.920818754,KIKD,davisDC000002,davisPT000335,,###,#
davisBC000474,5.0,KIKD,davisDC000002,davisPT000414,,###,#
davisBC000475,6.091514981,KIKD,davisDC000002,davisPT000261,,###,#
davisBC000476,9.366531544,KIKD,davisDC000002,davisPT000085,,###,#
davisBC000477,7.37675071,KIKD,davisDC000002,davisPT000332,,###,#
davisBC000478,8.050609993,KIKD,davisDC000002,davisPT000172,,###,#
davisBC000479,6.552841969,KIKD,davisDC000002,davisPT000375,,###,#
davisBC000480,8.619788758,KIKD,davisDC000002,davisPT000071,,###,#
davisBC000481,6.337242168,KIKD,davisDC000002,davisPT000257,,###,#
davisBC000482,8.086186148,KIKD,davisDC000002,davisPT000190,,###,#
davisBC000483,8.920818754,KIKD,davisDC000002,davisPT000143,,###,#
davisBC000484,9.187086643,KIKD,davisDC000002,davisPT000380,,###,#
davisBC000485,6.040958608,KIKD,davisDC000002,davisPT000383,,###,#
davisBC000486,8.48148606,KIKD,davisDC000002,davisPT000048,,###,#
davisBC000487,9.795880017,KIKD,davisDC000002,davisPT000155,,###,#
davisBC000488,7.522878745,KIKD,davisDC000002,davisPT000163,,###,#
davisBC000489,6.886056648,KIKD,davisDC000002,davisPT000283,,###,#
davisBC000490,7.721246399,KIKD,davisDC000002,davisPT000404,,###,#
davisBC000491,5.0,KIKD,davisDC000002,davisPT000069,,###,#
davisBC000492,7.37675071,KIKD,davisDC000002,davisPT000002,,###,#
davisBC000493,8.769551079,KIKD,davisDC000002,davisPT000337,,###,#
davisBC000494,6.327902142,KIKD,davisDC000002,davisPT000232,,###,#
davisBC000495,7.568636236,KIKD,davisDC000002,davisPT000203,,###,#
davisBC000496,6.537602002,KIKD,davisDC000002,davisPT000416,,###,#
davisBC000497,7.698970004,KIKD,davisDC000002,davisPT000091,,###,#
davisBC000498,8.537602002,KIKD,davisDC000002,davisPT000241,,###,#
davisBC000499,6.13076828,KIKD,davisDC000002,davisPT000394,,###,#
davisBC000500,5.657577319,KIKD,davisDC000002,davisPT000053,,###,#
davisBC000501,5.0,KIKD,davisDC000002,davisPT000236,,###,#
davisBC000502,6.920818754,KIKD,davisDC000002,davisPT000053,,###,#
davisBC000503,6.408935393,KIKD,davisDC000002,davisPT000054,,###,#
davisBC000504,8.075720714,KIKD,davisDC000002,davisPT000076,,###,#
davisBC000505,6.292429824,KIKD,davisDC000002,davisPT000275,,###,#
davisBC000506,7.251811973,KIKD,davisDC000002,davisPT000171,,###,#
davisBC000507,8.920818754,KIKD,davisDC000002,davisPT000197,,###,#
davisBC000508,8.677780705,KIKD,davisDC000002,davisPT000193,,###,#
davisBC000509,6.585026652,KIKD,davisDC000002,davisPT000110,,###,#
davisBC000510,6.48148606,KIKD,davisDC000002,davisPT000312,,###,#
davisBC000511,8.004364805,KIKD,davisDC000002,davisPT000152,,###,#
davisBC000512,9.065501549,KIKD,davisDC000002,davisPT000214,,###,#
davisBC000513,8.366531544,KIKD,davisDC000002,davisPT000277,,###,#
davisBC000514,7.619788758,KIKD,davisDC000002,davisPT000115,,###,#
davisBC000515,7.065501549,KIKD,davisDC000002,davisPT000103,,###,#
davisBC000516,7.744727495,KIKD,davisDC000002,davisPT000126,,###,#
davisBC000517,6.040958608,KIKD,davisDC000002,davisPT000144,,###,#
davisBC000518,7.13667714,KIKD,davisDC000002,davisPT000223,,###,#
davisBC000519,5.0,KIKD,davisDC000002,davisPT000339,,###,#
davisBC000520,6.026872146,KIKD,davisDC000002,davisPT000149,,###,#
davisBC000521,7.920818754,KIKD,davisDC000002,davisPT000374,,###,#
davisBC000522,8.251811973,KIKD,davisDC000002,davisPT000148,,###,#
davisBC000523,9.065501549,KIKD,davisDC000002,davisPT000415,,###,#
davisBC000524,7.48148606,KIKD,davisDC000002,davisPT000405,,###,#
davisBC000525,7.920818754,KIKD,davisDC000002,davisPT000387,,###,#
davisBC000526,7.744727495,KIKD,davisDC000002,davisPT000092,,###,#
davisBC000527,6.259637311,KIKD,davisDC000002,davisPT000023,,###,#
davisBC000528,6.568636236,KIKD,davisDC000002,davisPT000326,,###,#
davisBC000529,8.795880017,KIKD,davisDC000002,davisPT000413,,###,#
davisBC000530,7.769551079,KIKD,davisDC000002,davisPT000353,,###,#
davisBC000531,6.522878745,KIKD,davisDC000002,davisPT000166,,###,#
davisBC000532,5.0,KIKD,davisDC000002,davisPT000207,,###,#
davisBC000533,5.0,KIKD,davisDC000002,davisPT000308,,###,#
davisBC000534,9.408935393,KIKD,davisDC000002,davisPT000088,,###,#
davisBC000535,8.259637311,KIKD,davisDC000002,davisPT000153,,###,#
davisBC000536,7.657577319,KIKD,davisDC000002,davisPT000293,,###,#
davisBC000537,6.823908741,KIKD,davisDC000002,davisPT000117,,###,#
davisBC000538,6.853871964,KIKD,davisDC000002,davisPT000181,,###,#
davisBC000539,9.744727495,KIKD,davisDC000002,davisPT000316,,###,#
davisBC000540,8.070581074,KIKD,davisDC000002,davisPT000004,,###,#
davisBC000541,9.102372909,KIKD,davisDC000002,davisPT000242,,###,#
davisBC000542,5.283996656,KIKD,davisDC000002,davisPT000322,,###,#
davisBC000543,9.292429824,KIKD,davisDC000002,davisPT000194,,###,#
davisBC000544,7.657577319,KIKD,davisDC000002,davisPT000064,,###,#
davisBC000545,7.769551079,KIKD,davisDC000002,davisPT000118,,###,#
davisBC000546,5.795880017,KIKD,davisDC000002,davisPT000084,,###,#
davisBC000547,6.468521083,KIKD,davisDC000002,davisPT000050,,###,#
davisBC000548,5.638272164,KIKD,davisDC000002,davisPT000159,,###,#
davisBC000549,7.214670165,KIKD,davisDC000002,davisPT000097,,###,#
davisBC000550,7.065501549,KIKD,davisDC000002,davisPT000032,,###,#
davisBC000551,6.522878745,KIKD,davisDC000002,davisPT000299,,###,#
davisBC000552,7.795880017,KIKD,davisDC000002,davisPT000177,,###,#
davisBC000553,7.920818754,KIKD,davisDC000002,davisPT000420,,###,#
davisBC000554,6.721246399,KIKD,davisDC000002,davisPT000297,,###,#
davisBC000555,7.721246399,KIKD,davisDC000002,davisPT000292,,###,#
davisBC000556,9.853871964,KIKD,davisDC000002,davisPT000146,,###,#
davisBC000557,7.346787486,KIKD,davisDC000002,davisPT000099,,###,#
davisBC000558,5.0,KIKD,davisDC000002,davisPT000015,,###,#
davisBC000559,8.397940009,KIKD,davisDC000002,davisPT000100,,###,#
davisBC000560,7.251811973,KIKD,davisDC000002,davisPT000089,,###,#
davisBC000561,9.657577319,KIKD,davisDC000002,davisPT000352,,###,#
davisBC000562,6.721246399,KIKD,davisDC000002,davisPT000029,,###,#
davisBC000563,10.43179828,KIKD,davisDC000002,davisPT000403,,###,#
davisBC000564,6.602059991,KIKD,davisDC000002,davisPT000278,,###,#
davisBC000565,6.568636236,KIKD,davisDC000002,davisPT000351,,###,#
davisBC000566,5.744727495,KIKD,davisDC000002,davisPT000234,,###,#
davisBC000567,6.920818754,KIKD,davisDC000002,davisPT000045,,###,#
davisBC000568,7.055517328,KIKD,davisDC000002,davisPT000055,,###,#
davisBC000569,6.356547324,KIKD,davisDC000002,davisPT000034,,###,#
davisBC000570,7.214670165,KIKD,davisDC000002,davisPT000178,,###,#
davisBC000571,5.0,KIKD,davisDC000002,davisPT000367,,###,#
davisBC000572,7.638272164,KIKD,davisDC000002,davisPT000156,,###,#
davisBC000573,5.0,KIKD,davisDC000002,davisPT000001,,###,#
davisBC000574,6.397940009,KIKD,davisDC000002,davisPT000147,,###,#
davisBC000575,7.769551079,KIKD,davisDC000002,davisPT000229,,###,#
davisBC000576,6.657577319,KIKD,davisDC000002,davisPT000315,,###,#
davisBC000577,7.119186408,KIKD,davisDC000002,davisPT000318,,###,#
davisBC000578,7.494850022,KIKD,davisDC000002,davisPT000314,,###,#
davisBC000579,8.356547324,KIKD,davisDC000002,davisPT000276,,###,#
davisBC000580,7.124938737,KIKD,davisDC000002,davisPT000192,,###,#
davisBC000581,6.568636236,KIKD,davisDC000002,davisPT000264,,###,#
davisBC000582,7.619788758,KIKD,davisDC000002,davisPT000106,,###,#
davisBC000583,5.0,KIKD,davisDC000002,davisPT000134,,###,#
davisBC000584,6.721246399,KIKD,davisDC000002,davisPT000172,,###,#
davisBC000585,8.455931956,KIKD,davisDC000002,davisPT000258,,###,#
davisBC000586,7.638272164,KIKD,davisDC000002,davisPT000408,,###,#
davisBC000587,7.214670165,KIKD,davisDC000002,davisPT000102,,###,#
davisBC000588,9.0,KIKD,davisDC000002,davisPT000246,,###,#
davisBC000589,9.602059991,KIKD,davisDC000002,davisPT000295,,###,#
davisBC000590,6.602059991,KIKD,davisDC000002,davisPT000167,,###,#
davisBC000591,8.537602002,KIKD,davisDC000002,davisPT000076,,###,#
davisBC000592,6.207608311,KIKD,davisDC000002,davisPT000096,,###,#
davisBC000593,7.886056648,KIKD,davisDC000002,davisPT000105,,###,#
davisBC000594,10.06550155,KIKD,davisDC000002,davisPT000249,,###,#
davisBC000595,5.795880017,KIKD,davisDC000002,davisPT000347,,###,#
davisBC000596,7.769551079,KIKD,davisDC000002,davisPT000310,,###,#
davisBC000597,8.494850022,KIKD,davisDC000002,davisPT000266,,###,#
davisBC000598,6.958607315,KIKD,davisDC000002,davisPT000057,,###,#
davisBC000599,6.096910013,KIKD,davisDC000002,davisPT000195,,###,#
davisBC000600,7.37675071,KIKD,davisDC000002,davisPT000407,,###,#
davisBC000601,7.552841969,KIKD,davisDC000002,davisPT000344,,###,#
davisBC000602,6.677780705,KIKD,davisDC000002,davisPT000073,,###,#
davisBC000603,6.721246399,KIKD,davisDC000002,davisPT000112,,###,#
davisBC000604,6.698970004,KIKD,davisDC000002,davisPT000286,,###,#
davisBC000605,6.040958608,KIKD,davisDC000002,davisPT000319,,###,#
davisBC000606,7.017728767,KIKD,davisDC000002,davisPT000393,,###,#
davisBC000607,7.346787486,KIKD,davisDC000002,davisPT000237,,###,#
davisBC000608,7.795880017,KIKD,davisDC000002,davisPT000098,,###,#
davisBC000609,7.657577319,KIKD,davisDC000002,davisPT000086,,###,#
davisBC000610,8.318758763,KIKD,davisDC000002,davisPT000169,,###,#
davisBC000611,6.602059991,KIKD,davisDC000002,davisPT000033,,###,#
davisBC000612,9.455931956,KIKD,davisDC000002,davisPT000093,,###,#
davisBC000613,7.958607315,KIKD,davisDC000002,davisPT000052,,###,#
davisBC000614,8.508638306,KIKD,davisDC000002,davisPT000422,,###,#
davisBC000615,5.0,KIKD,davisDC000002,davisPT000423,,###,#
davisBC000616,6.050609993,KIKD,davisDC000002,davisPT000002,,###,#
davisBC000617,6.769551079,KIKD,davisDC000002,davisPT000256,,###,#
davisBC000618,6.657577319,KIKD,davisDC000002,davisPT000184,,###,#
davisBC000619,9.244125144,KIKD,davisDC000002,davisPT000372,,###,#
davisBC000620,5.552841969,KIKD,davisDC000002,davisPT000157,,###,#
davisBC000621,7.356547324,KIKD,davisDC000002,davisPT000025,,###,#
davisBC000622,5.0,KIKD,davisDC000002,davisPT000154,,###,#
davisBC000623,6.769551079,KIKD,davisDC000002,davisPT000392,,###,#
davisBC000624,7.677780705,KIKD,davisDC000002,davisPT000370,,###,#
davisBC000625,5.0,KIKD,davisDC000002,davisPT000421,,###,#
davisBC000626,6.677780705,KIKD,davisDC000002,davisPT000204,,###,#
davisBC000627,7.022276395,KIKD,davisDC000002,davisPT000040,,###,#
davisBC000628,6.677780705,KIKD,davisDC000002,davisPT000345,,###,#
davisBC000629,9.0,KIKD,davisDC000002,davisPT000191,,###,#
davisBC000630,8.468521083,KIKD,davisDC000002,davisPT000039,,###,#
davisBC000631,6.853871964,KIKD,davisDC000002,davisPT000037,,###,#
davisBC000632,5.075720714,KIKD,davisDC000002,davisPT000303,,###,#
davisBC000633,7.823908741,KIKD,davisDC000002,davisPT000133,,###,#
davisBC000634,5.0,KIKD,davisDC000002,davisPT000320,,###,#
davisBC000635,7.283996656,KIKD,davisDC000002,davisPT000123,,###,#
davisBC000636,7.283996656,KIKD,davisDC000002,davisPT000406,,###,#
davisBC000637,7.283996656,KIKD,davisDC000002,davisPT000377,,###,#
davisBC000638,7.958607315,KIKD,davisDC000002,davisPT000350,,###,#
davisBC000639,9.013228266,KIKD,davisDC000002,davisPT000362,,###,#
davisBC000640,7.602059991,KIKD,davisDC000002,davisPT000141,,###,#
davisBC000641,6.958607315,KIKD,davisDC000002,davisPT000284,,###,#
davisBC000642,6.48148606,KIKD,davisDC000002,davisPT000267,,###,#
davisBC000643,7.161150909,KIKD,davisDC000002,davisPT000129,,###,#
davisBC000644,6.431798276,KIKD,davisDC000002,davisPT000235,,###,#
davisBC000645,7.721246399,KIKD,davisDC000002,davisPT000111,,###,#
davisBC000646,5.0,KIKD,davisDC000002,davisPT000265,,###,#
davisBC000647,5.0,KIKD,davisDC000002,davisPT000244,,###,#
davisBC000648,5.0,KIKD,davisDC000002,davisPT000087,,###,#
davisBC000649,6.721246399,KIKD,davisDC000002,davisPT000304,,###,#
davisBC000650,6.455931956,KIKD,davisDC000002,davisPT000298,,###,#
davisBC000651,7.537602002,KIKD,davisDC000002,davisPT000334,,###,#
davisBC000652,8.886056648,KIKD,davisDC000002,davisPT000011,,###,#
davisBC000653,9.22184875,KIKD,davisDC000002,davisPT000371,,###,#
davisBC000654,5.0,KIKD,davisDC000002,davisPT000260,,###,#
davisBC000655,6.537602002,KIKD,davisDC000002,davisPT000059,,###,#
davisBC000656,9.15490196,KIKD,davisDC000002,davisPT000095,,###,#
davisBC000657,8.431798276,KIKD,davisDC000002,davisPT000119,,###,#
davisBC000658,6.958607315,KIKD,davisDC000002,davisPT000400,,###,#
davisBC000659,8.148741651,KIKD,davisDC000002,davisPT000342,,###,#
davisBC000660,5.0,KIKD,davisDC000002,davisPT000104,,###,#
davisBC000661,8.958607315,KIKD,davisDC000002,davisPT000188,,###,#
davisBC000662,9.657577319,KIKD,davisDC000002,davisPT000288,,###,#
davisBC000663,7.823908741,KIKD,davisDC000002,davisPT000221,,###,#
davisBC000664,7.397940009,KIKD,davisDC000002,davisPT000036,,###,#
davisBC000665,5.036212173,KIKD,davisDC000002,davisPT000196,,###,#
davisBC000666,6.721246399,KIKD,davisDC000002,davisPT000200,,###,#
davisBC000667,7.568636236,KIKD,davisDC000002,davisPT000355,,###,#
davisBC000668,7.008773924,KIKD,davisDC000002,davisPT000208,,###,#
davisBC000669,7.173925197,KIKD,davisDC000002,davisPT000269,,###,#
davisBC000670,6.200659451,KIKD,davisDC000002,davisPT000395,,###,#
davisBC000671,7.173925197,KIKD,davisDC000002,davisPT000285,,###,#
davisBC000672,6.958607315,KIKD,davisDC000002,davisPT000289,,###,#
davisBC000673,8.823908741,KIKD,davisDC000002,davisPT000056,,###,#
davisBC000674,8.602059991,KIKD,davisDC000002,davisPT000108,,###,#
davisBC000675,6.292429824,KIKD,davisDC000002,davisPT000226,,###,#
davisBC000676,7.187086643,KIKD,davisDC000002,davisPT000366,,###,#
davisBC000677,7.744727495,KIKD,davisDC000002,davisPT000081,,###,#
davisBC000678,8.508638306,KIKD,davisDC000002,davisPT000294,,###,#
davisBC000679,7.744727495,KIKD,davisDC000002,davisPT000338,,###,#
davisBC000680,8.008773924,KIKD,davisDC000002,davisPT000424,,###,#
davisBC000681,7.055517328,KIKD,davisDC000002,davisPT000410,,###,#
davisBC000682,7.193820026,KIKD,davisDC000002,davisPT000132,,###,#
davisBC000683,7.0,KIKD,davisDC000002,davisPT000063,,###,#
davisBC000684,5.0,KIKD,davisDC000002,davisPT000419,,###,#
davisBC000685,7.48148606,KIKD,davisDC000002,davisPT000425,,###,#
davisBC000686,6.619788758,KIKD,davisDC000002,davisPT000201,,###,#
davisBC000687,7.522878745,KIKD,davisDC000002,davisPT000418,,###,#
davisBC000688,7.677780705,KIKD,davisDC000002,davisPT000052,,###,#
davisBC000689,5.508638306,KIKD,davisDC000002,davisPT000218,,###,#
davisBC000690,5.0,KIKD,davisDC000002,davisPT000305,,###,#
davisBC000691,5.619788758,KIKD,davisDC000002,davisPT000120,,###,#
davisBC000692,6.853871964,KIKD,davisDC000002,davisPT000131,,###,#
davisBC000693,7.769551079,KIKD,davisDC000002,davisPT000198,,###,#
davisBC000694,5.585026652,KIKD,davisDC000002,davisPT000005,,###,#
davisBC000695,8.236572006,KIKD,davisDC000002,davisPT000044,,###,#
davisBC000696,6.795880017,KIKD,davisDC000002,davisPT000330,,###,#
davisBC000697,7.638272164,KIKD,davisDC000002,davisPT000346,,###,#
davisBC000698,8.193820026,KIKD,davisDC000002,davisPT000074,,###,#
davisBC000699,7.387216143,KIKD,davisDC000002,davisPT000008,,###,#
davisBC000700,8.301029996,KIKD,davisDC000002,davisPT000090,,###,#
davisBC000701,7.075720714,KIKD,davisDC000002,davisPT000220,,###,#
davisBC000702,6.167491087,KIKD,davisDC000002,davisPT000238,,###,#
davisBC000703,9.337242168,KIKD,davisDC000002,davisPT000165,,###,#
davisBC000704,8.022276395,KIKD,davisDC000002,davisPT000364,,###,#
davisBC000705,8.0,KIKD,davisDC000002,davisPT000067,,###,#
davisBC000706,8.494850022,KIKD,davisDC000002,davisPT000273,,###,#
davisBC000707,8.455931956,KIKD,davisDC000002,davisPT000094,,###,#
davisBC000708,5.0,KIKD,davisDC000002,davisPT000049,,###,#
davisBC000709,8.602059991,KIKD,davisDC000002,davisPT000271,,###,#
davisBC000710,7.366531544,KIKD,davisDC000002,davisPT000217,,###,#
davisBC000711,5.920818754,KIKD,davisDC000002,davisPT000122,,###,#
davisBC000712,5.292429824,KIKD,davisDC000002,davisPT000185,,###,#
davisBC000713,6.638272164,KIKD,davisDC000002,davisPT000247,,###,#
davisBC000714,6.055517328,KIKD,davisDC000002,davisPT000022,,###,#
davisBC000715,5.920818754,KIKD,davisDC000002,davisPT000412,,###,#
davisBC000716,5.0,KIKD,davisDC000002,davisPT000336,,###,#
davisBC000717,5.0,KIKD,davisDC000002,davisPT000228,,###,#
davisBC000718,9.346787486,KIKD,davisDC000002,davisPT000101,,###,#
davisBC000719,7.823908741,KIKD,davisDC000002,davisPT000168,,###,#
davisBC000720,6.853871964,KIKD,davisDC000002,davisPT000253,,###,#
davisBC000721,7.795880017,KIKD,davisDC000002,davisPT000274,,###,#
davisBC000722,7.431798276,KIKD,davisDC000002,davisPT000224,,###,#
davisBC000723,5.958607315,KIKD,davisDC000002,davisPT000426,,###,#
davisBC000724,8.769551079,KIKD,davisDC000002,davisPT000020,,###,#
davisBC000725,5.050609993,KIKD,davisDC000002,davisPT000222,,###,#
davisBC000726,7.431798276,KIKD,davisDC000002,davisPT000233,,###,#
davisBC000727,5.0,KIKD,davisDC000002,davisPT000321,,###,#
davisBC000728,8.522878745,KIKD,davisDC000002,davisPT000183,,###,#
davisBC000729,8.619788758,KIKD,davisDC000002,davisPT000109,,###,#
davisBC000730,8.200659451,KIKD,davisDC000002,davisPT000077,,###,#
davisBC000731,5.568636236,KIKD,davisDC000002,davisPT000043,,###,#
davisBC000732,6.107905397,KIKD,davisDC000002,davisPT000301,,###,#
